idea	people	time	data	federal	many	more	could	system	should	web	government	transparency	recovery	provide	they	we	can	not	these	you	accountability	management	need	based	i	it	if	public	use	reporting	but	would	gov	information	state	there	all	stimulus	what	from	their	agencies	will	other	funds
src: http://www.thenationaldialogue.org/ideas/trust-enablement-metamodel	0	0	2	0	0	0	0	0	5	1	1	1	7	2	1	0	4	1	0	1	1	0	0	4	0	4	0	0	1	1	0	0	1	11	0	0	3	0	0	2	1	0	4	3	0
src: http://www.thenationaldialogue.org/ideas/creative-cost-effective-it-management	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	1	1	0	1	6	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/demystifying-recovery-projects-via-3d-navigation	0	0	3	0	0	1	2	0	0	1	2	2	9	0	0	1	2	0	1	0	0	0	1	1	0	3	0	0	3	0	1	0	2	4	0	0	1	0	0	2	2	0	4	0	0
src: http://www.thenationaldialogue.org/ideas/create-a-widget	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/trust-enablement-infrastructure-a-trust-keystone-system	0	0	2	1	0	3	0	4	4	1	3	4	4	0	1	1	4	3	0	4	6	9	1	1	6	5	0	0	0	0	3	3	0	4	0	1	1	0	3	1	3	0	2	1	0
src: http://www.thenationaldialogue.org/ideas/incentives-to-track-stimulus-data	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/xml-web-services	0	0	3	0	0	1	0	0	1	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/count-actual-jobs-created-or-retained-with-certiclear-job-counter	2	2	5	0	0	0	0	0	1	0	2	2	4	2	0	0	2	1	0	0	2	1	1	0	0	2	1	0	2	3	1	0	2	3	1	0	2	0	0	2	0	4	2	0	1
src: http://www.thenationaldialogue.org/ideas/bank-regulations-for-first-time-home-buyers	2	3	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/accuracy-in-tax-reporting	1	0	0	0	0	1	1	0	0	0	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/start-by-disclosing-state-and-local-plans	0	1	0	0	0	1	1	0	1	0	1	0	3	0	2	0	1	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	3	0	4	0	1	1	0	0	0	2	1	0	1
src: http://www.thenationaldialogue.org/ideas/businesses	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/local-government-using-an-existing-technology-resource-to-handle-arra-pro	0	1	0	0	0	0	0	4	0	1	1	0	0	0	0	3	2	1	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	1	0	0	5	2	0	2	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/information-mgt-disciplines-trusted-transparency	1	1	11	0	3	3	0	4	4	0	0	6	2	2	1	2	4	1	1	0	1	1	2	2	1	5	1	1	0	1	2	0	1	9	0	1	2	0	0	2	1	3	4	0	1
src: http://www.thenationaldialogue.org/ideas/marketing-presenting-the-data	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	3	1	3	4	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/data-format	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/tag-ideas-as-semantics-syntax-or-technology-focus	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/wolfram-possibly-a-rapid-deployment-solution	0	2	3	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	5	1	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/jobs-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/folksonomy-based-navigation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	3	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/add-simulation-models-to-understand-interdependencies	2	0	0	0	1	6	0	0	0	0	5	1	1	1	2	0	9	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/organize-participation-through-coalescent-bubbling	1	0	2	0	1	0	0	2	1	1	1	1	0	1	1	2	2	0	1	0	0	0	3	1	1	4	1	2	0	0	4	1	0	1	0	1	0	0	0	2	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/direct-input-of-progress-reports-by-recovery-project-managers	0	2	2	0	0	0	0	0	3	3	0	3	8	1	1	0	1	1	2	0	2	1	0	0	0	2	1	6	0	7	0	1	0	1	1	0	1	0	0	3	1	0	8	2	0
src: http://www.thenationaldialogue.org/ideas/realtime-graphics-in-public-spaces	2	2	2	0	0	2	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/this-discussion-is-a-a-waste-of-money-and-effort	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/oregon-stimulus-transparency-accountability-tracking-system	0	0	1	0	1	0	1	4	0	2	1	5	3	3	1	0	0	0	0	0	5	0	0	3	0	1	0	1	1	4	1	0	0	2	2	0	1	13	0	0	2	5	5	1	4
src: http://www.thenationaldialogue.org/ideas/nutrition-facts-type-label-for-legislation-and-budget-facts	0	0	3	0	1	0	5	0	0	0	2	0	0	2	0	0	2	0	1	0	0	0	1	0	0	3	0	1	1	0	1	5	0	1	1	0	2	0	1	0	1	0	2	0	1
src: http://www.thenationaldialogue.org/ideas/web-application-to-manage-stimulus-bill-projects	0	0	0	4	0	0	0	4	0	3	4	0	0	2	1	1	1	1	2	1	0	0	0	3	0	1	0	2	2	2	0	0	0	0	5	0	3	5	0	0	1	0	6	0	0
src: http://www.thenationaldialogue.org/ideas/achieving-transparency-requires-strategy-before-technology	0	1	5	2	1	2	0	0	0	0	1	4	0	1	1	0	0	0	0	0	2	3	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
src: http://www.thenationaldialogue.org/ideas/amazon-public-datasets-credits-for-ec2	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	5	1	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/beyond-the-information-strategic-and-tactical-governance	0	0	4	0	0	1	0	1	0	0	0	1	0	0	0	0	3	1	0	2	2	2	1	4	0	1	1	0	0	0	0	1	0	4	0	2	3	0	4	3	0	0	1	0	4
src: http://www.thenationaldialogue.org/ideas/egovernment-internal-web-services-utilization	0	0	0	0	0	0	0	0	1	3	3	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/use-a-research-management-solution	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	1	1	0	0	4	1	0	0	0	0	1	2	0	0	0	0	2	0	0	1	3	0	0	1	2	1	0	2
src: http://www.thenationaldialogue.org/ideas/master-meta-data-management	0	0	7	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	1	3	0	0	0	1	0	1	0	2	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/too-many-systems-of-records	0	0	3	0	2	0	0	0	1	0	0	0	2	1	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	5	0	3	0	0	0	1	1	2	4	0	0
src: http://www.thenationaldialogue.org/ideas/this-site-is-painfully-slow-make-this-site-run-faster	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/a-single-solution-lets-not-try-to-bolt-too-many-parts-together	0	2	0	2	1	0	0	2	1	0	2	2	0	1	2	10	2	4	0	0	1	1	1	1	1	2	3	0	0	2	0	0	0	0	4	1	1	1	3	0	0	1	6	1	0
src: http://www.thenationaldialogue.org/ideas/credibility	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/concerns-about-choosing-rural-broadband-awards	0	1	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	6	0	3
src: http://www.thenationaldialogue.org/ideas/twitter-or-twitter-like-with-logs-communication	0	3	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/dont-reinvent-reuse	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/data-storage-for-paperless-medical-records	0	0	5	0	1	0	1	1	1	0	0	0	0	1	1	0	0	3	1	0	0	0	1	0	6	0	0	0	1	0	1	8	0	3	0	1	1	0	0	2	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/data-sharing-using-web-services	0	0	2	0	0	1	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	2	0
src: http://www.thenationaldialogue.org/ideas/break-down	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	4	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/soa-a-middleware-strategy-for-transparency	0	0	11	0	2	0	2	7	4	3	0	2	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	1	0	1	4	1	0
src: http://www.thenationaldialogue.org/ideas/information-i-would-like-to-see-on-my-state-and-town	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0	5	1	2	4	0	0	1	0	1	0	0	0	1	3
src: http://www.thenationaldialogue.org/ideas/show-more-ideas-on-a-page	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/open-data-will-enable-democratized-analysis-and-accountability	1	4	18	2	0	1	1	3	1	2	7	1	1	0	0	1	2	1	0	1	2	0	0	1	2	4	1	1	2	0	2	0	0	1	0	2	2	0	0	2	0	1	9	1	0
src: http://www.thenationaldialogue.org/ideas/a-national-standard	0	0	9	1	0	0	0	0	4	0	2	0	0	0	0	0	4	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	2	1	2	0	0	1	0	0	2	1	0
src: http://www.thenationaldialogue.org/ideas/where-is-the-beef-network	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/direct-access-to-bulk-data	0	0	8	0	0	1	0	0	2	1	0	2	3	0	0	0	0	2	0	0	0	0	1	0	0	1	1	3	0	2	1	2	2	2	0	0	1	1	0	1	0	0	4	1	0
src: http://www.thenationaldialogue.org/ideas/agencies-temp-co-prevents-citizens-to-get-jobs-hiring-h1-visas-why	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	8	0	1	0
src: http://www.thenationaldialogue.org/ideas/social-networks-grants-management	2	4	0	1	5	1	2	0	0	1	1	1	0	0	3	14	2	4	1	1	2	1	1	0	5	9	2	4	2	0	2	7	0	0	0	2	2	0	1	0	2	4	13	3	1
src: http://www.thenationaldialogue.org/ideas/health-care-reform	1	0	0	0	0	6	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
src: http://www.thenationaldialogue.org/ideas/risk-and-fraud-analysis	0	0	2	0	0	0	0	0	1	0	0	3	3	2	0	3	2	0	2	1	2	0	1	2	0	1	0	3	0	0	0	1	0	1	0	2	3	0	1	1	0	0	1	0	3
src: http://www.thenationaldialogue.org/ideas/citizens-recovery-portal	0	1	0	0	0	0	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	6	1	0	0	0	0	1	1	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/middleware-virtual-linked-data	1	1	11	0	1	0	0	0	0	0	0	0	1	0	1	0	3	0	0	7	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/the-success-of-recovery-depends-upon-collaboration	0	1	5	10	0	2	1	1	5	3	8	0	18	0	2	0	2	10	2	0	0	0	2	1	0	10	2	5	2	4	3	4	2	3	11	4	6	0	1	1	4	4	7	1	1
src: http://www.thenationaldialogue.org/ideas/stimulus-spending-transparency-analysis-outcomes-and-collaboration	0	0	9	0	0	2	0	1	0	0	4	5	1	0	0	0	1	0	0	1	5	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	11	0	2	1	6	2	0	0
src: http://www.thenationaldialogue.org/ideas/enable-an-interconnected-discussion-of-the-recovery-act-through-standards	1	3	3	0	0	1	6	0	1	4	3	0	11	1	0	0	1	2	0	0	0	0	1	1	0	4	1	2	1	3	0	7	3	0	2	1	0	0	0	5	7	0	0	4	0
src: http://www.thenationaldialogue.org/ideas/what-should-be-reported-and-whats-needed-to-do-so-1	0	0	8	0	0	1	0	0	6	1	0	1	0	1	0	0	2	1	1	0	0	0	1	0	0	2	0	0	0	1	2	0	0	1	0	2	0	0	2	1	1	0	0	1	3
default	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/recovery.gov	0	0	0	0	0	1	0	1	0	1	0	0	3	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/recovery-gov-data-confusion-or-data-in-context	1	1	27	0	1	0	0	0	0	1	0	1	15	3	3	2	15	5	0	1	1	0	2	1	0	13	1	4	0	1	5	0	14	6	5	4	5	0	3	1	1	0	3	1	1
src: http://www.thenationaldialogue.org/ideas/open-standards-based-oversight-platform	0	2	6	1	0	1	0	0	1	0	0	3	8	4	0	0	2	2	2	0	2	2	0	1	0	2	0	4	2	1	1	0	3	6	0	0	2	0	0	2	3	1	2	0	3
src: http://www.thenationaldialogue.org/ideas/the-users-perspective	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	8	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0	2	1	0	0
src: http://www.thenationaldialogue.org/ideas/business-reporting-and-due-diligence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/data-revenue-sharing	0	1	7	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/publish-every-single-earmark-state-by-state	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/allowing-data-searches-similar-to-the-american-community-survey	1	0	2	0	0	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	3	1	1	1	0	2	2	1	0	2	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/enterprise-scalable-secure-facebook-type-tool-for-federal-gov-ibm-profiles	0	2	0	3	1	0	0	0	0	1	1	0	0	0	2	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/electronic-medical-records	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/10-core-principles-of-recovery-gov-collaboration	1	3	3	0	0	1	0	0	1	0	2	0	4	0	0	0	8	0	1	1	0	0	0	0	0	4	1	5	0	0	2	0	3	1	0	0	8	1	0	1	2	0	1	2	0
src: http://www.thenationaldialogue.org/ideas/use-community-sized-buckets-of-money	2	0	0	0	2	0	3	0	0	0	2	0	0	0	3	0	1	0	3	1	0	1	0	0	8	4	2	0	2	1	2	1	0	0	0	3	0	1	0	0	1	0	0	2	0
src: http://www.thenationaldialogue.org/ideas/data-managment-access	3	0	11	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	3	0	0	0	0	2	4	2	0	4	0	1	1	0	2	0	1	1	0	1	1	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/citizen-usability-and-being-meaningful	1	1	0	0	0	0	0	1	1	0	4	1	1	0	0	1	0	0	0	0	1	0	1	0	1	6	3	6	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/adopt-a-new-world-view-of-transparency-4-steps-to-achieve	0	0	1	0	0	6	0	0	3	1	25	26	2	1	2	8	6	7	1	0	0	0	0	7	15	11	1	5	0	0	1	1	6	4	6	1	0	0	11	1	3	9	7	5	0
src: http://www.thenationaldialogue.org/ideas/hotline-and-case-referral-solutions	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0	2	1	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	1
src: http://www.thenationaldialogue.org/ideas/use-the-tools-you-know-and-the-software-you-trust	1	3	16	8	2	2	1	1	0	0	8	7	6	7	5	3	8	7	4	4	0	0	4	1	1	3	1	2	9	4	1	0	3	4	10	2	9	9	4	4	1	3	9	0	5
src: http://www.thenationaldialogue.org/ideas/system-for-enabling-americans-and-for-transparency-seat	1	0	14	4	2	1	0	4	0	2	3	4	0	0	1	3	1	2	0	0	1	0	0	0	1	1	0	3	0	1	0	0	0	2	0	0	0	0	0	2	7	1	2	1	0
src: http://www.thenationaldialogue.org/ideas/simple-way-to-reducefraud-non-obvious-relationship-awareness	0	0	5	2	1	1	0	0	1	0	2	0	5	2	1	1	2	0	3	0	0	0	0	0	0	2	1	0	1	0	0	2	2	3	1	0	0	0	0	0	1	3	4	1	0
src: http://www.thenationaldialogue.org/ideas/tracking-the-progress-executive-information	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	3	2	2	0	0	0	2	0	0	5	4	1	1	3	1	1	2	0	5	1	2	6	0	0	0	1	0	1	0	1
src: http://www.thenationaldialogue.org/ideas/responsiveness-architecture	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/lets-get-value-from-recovery-gov-by-providing-a-better-way-idea-lab	1	0	2	0	1	2	0	0	3	0	0	1	5	0	0	3	2	2	0	0	0	1	0	0	0	1	1	2	0	0	1	1	5	1	0	0	0	1	3	1	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/freedom-of-software	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	4	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/broaden-continue-the-discussion	0	0	0	4	2	1	2	0	1	1	6	0	1	0	1	1	0	1	0	0	0	0	2	0	0	1	1	0	1	0	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/central-knowledge-foundation-for-transparency-collaboration-immediacy	0	0	0	1	0	1	0	0	0	1	1	3	1	0	0	0	2	1	2	0	0	3	0	0	0	0	0	0	1	0	2	0	1	4	0	0	0	0	0	1	1	4	0	0	0
src: http://www.thenationaldialogue.org/ideas/spatial-analysis-of-expenditures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
src: http://www.thenationaldialogue.org/ideas/dont-buy-more-solutions-use-what-you-already-own	1	0	6	1	0	3	0	0	1	1	4	0	0	1	2	1	2	0	0	2	0	0	2	0	1	9	1	1	4	0	1	0	0	1	0	0	3	0	2	3	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/online-cascading-performance-budgets-and-performance-reports	0	0	0	4	1	1	0	0	0	0	1	3	4	0	0	0	3	0	0	0	3	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	2	0	1	0
src: http://www.thenationaldialogue.org/ideas/lay-a-foundation-for-a-seamless-audit-trail-with-xbrl-gl-and-xml-security	0	1	6	0	0	0	0	1	1	0	0	1	0	1	0	0	1	2	0	0	1	1	1	5	0	1	0	0	1	5	2	1	0	12	0	1	2	0	0	3	0	0	0	3	0
src: http://www.thenationaldialogue.org/ideas/polling	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/recovery-gov-needs-a-development-blog-recovery-gov-as-perpetual-beta	2	1	1	0	0	1	1	0	1	1	1	0	7	1	0	0	1	0	0	0	0	0	1	0	1	3	0	2	0	1	1	2	7	1	0	1	0	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/road-condition-monitoring	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/give-bloggers-and-others-embeddable-widgets-to-detail-the-effort	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/the-new-electronic-reporting-system	3	9	16	80	0	9	18	17	13	14	42	5	42	9	12	14	13	18	30	14	6	22	11	14	17	34	14	22	16	32	2	56	10	41	99	6	15	2	20	9	25	6	18	8	9
src: http://www.thenationaldialogue.org/ideas/citizen-feedback	1	1	4	0	0	1	1	0	1	1	2	3	0	0	0	0	1	4	0	3	0	1	1	0	0	4	1	0	1	1	4	1	2	0	0	0	3	0	1	1	2	1	2	0	1
src: http://www.thenationaldialogue.org/ideas/full-disclousure-of-proposed-legislation	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	3	0	10	0	0	0	0	1	2	2	0	0	0	3	1	0	0	0	0	5	0	3	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/a-universal-information-access-system-is-the-key-to-stimulus-success	1	0	1	0	0	1	4	6	0	0	1	0	0	1	1	0	3	0	1	0	0	0	0	0	1	4	1	5	1	0	0	3	0	14	0	0	2	1	0	1	1	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/integrated-data-mart-and-detailed-analytics	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/low-cost-web-based-subscription-application-to-track-stimulus-projects	0	3	1	2	2	0	1	5	0	2	1	0	4	0	1	0	2	0	0	0	0	1	0	2	2	3	0	1	1	0	0	0	0	1	1	2	1	4	2	3	3	1	0	1	1
src: http://www.thenationaldialogue.org/ideas/program-management-and-transparency-of-reinvestment-dollars	0	1	1	2	0	0	0	2	0	0	2	3	1	0	1	0	0	1	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	2	1	2	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/common-data-taxonomy	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/repairing-the-home-loan-for-the-economy	10	1	0	0	1	4	1	3	5	0	2	0	0	0	21	0	1	6	0	11	0	0	0	0	10	7	6	0	2	0	2	1	0	0	0	0	3	0	4	1	8	0	0	1	1
src: http://www.thenationaldialogue.org/ideas/ensure-optimum-performance-of-the-recovery-gov-applications	0	2	0	0	0	0	1	0	0	4	0	4	20	0	0	0	0	0	0	0	4	3	0	0	0	3	1	5	0	0	0	3	9	2	0	1	2	0	2	0	1	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/mortgage-fraud-and-abuse-can-be-stopped	2	1	0	3	1	1	1	0	0	0	2	0	3	1	0	0	4	5	1	0	0	0	0	2	0	2	5	3	2	0	1	6	0	0	1	3	3	1	1	1	1	0	5	1	1
